Szenario,Name,Namensherkunft,Nationalität,Geschlecht,Wohnort,Score
Super,Emine Arslan, Türkisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Emine Arslan, Türkisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Emine Arslan, Türkisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Hatice Doğan, Türkisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Hatice Doğan, Türkisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Hatice Doğan, Türkisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Hatice Doğan, Türkisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Esra Kılıç, Türkisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Esra Kılıç, Türkisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Esra Kılıç, Türkisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Esra Kılıç, Türkisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Jacob Smith, Englisch(USA),,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Jacob Smith, Englisch(USA),,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Jacob Smith, Englisch(USA),,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Jacob Smith, Englisch(USA),,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Michael Johnson, Englisch(USA),,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Michael Johnson, Englisch(USA),,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Michael Johnson, Englisch(USA),,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Michael Johnson, Englisch(USA),,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Joshua Williams, Englisch(USA),,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Joshua Williams, Englisch(USA),,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Joshua Williams, Englisch(USA),,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Joshua Williams, Englisch(USA),,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Emily Johnson, Englisch(USA),,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Emily Johnson, Englisch(USA),,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Emily Johnson, Englisch(USA),,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Emily Johnson, Englisch(USA),,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Emma Williams, Englisch(USA),,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Emma Williams, Englisch(USA),,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Emma Williams, Englisch(USA),,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Emma Williams, Englisch(USA),,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Madison Smith, Englisch(USA),,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Madison Smith, Englisch(USA),,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Madison Smith, Englisch(USA),,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Madison Smith, Englisch(USA),,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Christopher Brown, Englisch(USA),,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Christopher Brown, Englisch(USA),,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Christopher Brown, Englisch(USA),,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Christopher Brown, Englisch(USA),,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Matthew Jones, Englisch(USA),,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Matthew Jones, Englisch(USA),,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Matthew Jones, Englisch(USA),,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Matthew Jones, Englisch(USA),,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Daniel Miller, Englisch(USA),,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Daniel Miller, Englisch(USA),,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Daniel Miller, Englisch(USA),,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Daniel Miller, Englisch(USA),,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Andrew Davis, Englisch(USA),,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Andrew Davis, Englisch(USA),,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Andrew Davis, Englisch(USA),,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Andrew Davis, Englisch(USA),,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,James Wilson, Englisch(USA),,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,James Wilson, Englisch(USA),,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,James Wilson, Englisch(USA),,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,James Wilson, Englisch(USA),,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Jessica Taylor, Englisch(USA),,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Jessica Taylor, Englisch(USA),,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Jessica Taylor, Englisch(USA),,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Jessica Taylor, Englisch(USA),,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Ashley Anderson, Englisch(USA),,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Ashley Anderson, Englisch(USA),,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Ashley Anderson, Englisch(USA),,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Ashley Anderson, Englisch(USA),,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Sarah Thomas, Englisch(USA),,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Sarah Thomas, Englisch(USA),,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Sarah Thomas, Englisch(USA),,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Sarah Thomas, Englisch(USA),,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Samantha Moore, Englisch(USA),,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Samantha Moore, Englisch(USA),,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Samantha Moore, Englisch(USA),,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Samantha Moore, Englisch(USA),,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Amanda Martin, Englisch(USA),,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Amanda Martin, Englisch(USA),,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Amanda Martin, Englisch(USA),,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Amanda Martin, Englisch(USA),,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Lukas Gruber, Österreichisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Lukas Gruber, Österreichisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Lukas Gruber, Österreichisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Lukas Gruber, Österreichisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,David Huber, Österreichisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,David Huber, Österreichisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,David Huber, Österreichisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,David Huber, Österreichisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Michael Wagner, Österreichisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Michael Wagner, Österreichisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Michael Wagner, Österreichisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Michael Wagner, Österreichisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Anna Gruber, Österreichisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Anna Gruber, Österreichisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Anna Gruber, Österreichisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Anna Gruber, Österreichisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Julia Huber, Österreichisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Julia Huber, Österreichisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Julia Huber, Österreichisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Julia Huber, Österreichisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Leonie Wagner, Österreichisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Leonie Wagner, Österreichisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Leonie Wagner, Österreichisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Leonie Wagner, Österreichisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Tobias Pichler, Österreichisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Tobias Pichler, Österreichisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Tobias Pichler, Österreichisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Tobias Pichler, Österreichisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Florian Steiner, Österreichisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Florian Steiner, Österreichisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Florian Steiner, Österreichisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Florian Steiner, Österreichisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Alexander Moser, Österreichisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Alexander Moser, Österreichisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Alexander Moser, Österreichisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Alexander Moser, Österreichisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Maximilian Mayer, Österreichisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Maximilian Mayer, Österreichisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Maximilian Mayer, Österreichisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Maximilian Mayer, Österreichisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Julian Hofer, Österreichisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Julian Hofer, Österreichisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Julian Hofer, Österreichisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Julian Hofer, Österreichisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Lisa Leitner, Österreichisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Lisa Leitner, Österreichisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Lisa Leitner, Österreichisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Lisa Leitner, Österreichisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Katharina Bauer, Österreichisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Katharina Bauer, Österreichisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Katharina Bauer, Österreichisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Katharina Bauer, Österreichisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Christina Fuchs, Österreichisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Christina Fuchs, Österreichisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Christina Fuchs, Österreichisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Christina Fuchs, Österreichisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Sarah Berger, Österreichisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Sarah Berger, Österreichisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Sarah Berger, Österreichisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Sarah Berger, Österreichisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Lena Eder, Österreichisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Lena Eder, Österreichisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Lena Eder, Österreichisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Lena Eder, Österreichisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Ivan Horvat, Kroatisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Ivan Horvat, Kroatisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Ivan Horvat, Kroatisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Ivan Horvat, Kroatisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Luka Kovačević, Kroatisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Luka Kovačević, Kroatisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Luka Kovačević, Kroatisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Luka Kovačević, Kroatisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Marko Babić, Kroatisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Marko Babić, Kroatisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Marko Babić, Kroatisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Marko Babić, Kroatisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Ana Horvat, Kroatisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Ana Horvat, Kroatisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Ana Horvat, Kroatisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Ana Horvat, Kroatisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Lucija Kovačević, Kroatisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Lucija Kovačević, Kroatisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Lucija Kovačević, Kroatisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Lucija Kovačević, Kroatisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Petra Babić, Kroatisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Petra Babić, Kroatisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Petra Babić, Kroatisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Petra Babić, Kroatisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Josip Knežević, Kroatisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Josip Knežević, Kroatisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Josip Knežević, Kroatisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Josip Knežević, Kroatisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Filip Vuković, Kroatisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Filip Vuković, Kroatisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Filip Vuković, Kroatisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Filip Vuković, Kroatisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Petar Matić, Kroatisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Petar Matić, Kroatisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Petar Matić, Kroatisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Petar Matić, Kroatisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Stjepan Petrović, Kroatisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Stjepan Petrović, Kroatisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Stjepan Petrović, Kroatisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Stjepan Petrović, Kroatisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Tomislav Lovrić, Kroatisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Tomislav Lovrić, Kroatisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Tomislav Lovrić, Kroatisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Tomislav Lovrić, Kroatisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Marija Jurić, Kroatisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Marija Jurić, Kroatisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Marija Jurić, Kroatisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Marija Jurić, Kroatisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Ivana Božić, Kroatisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Ivana Božić, Kroatisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Ivana Božić, Kroatisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Ivana Božić, Kroatisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Mia Marković, Kroatisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Mia Marković, Kroatisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Mia Marković, Kroatisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Mia Marković, Kroatisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Ema Pavlović, Kroatisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Ema Pavlović, Kroatisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Ema Pavlović, Kroatisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Ema Pavlović, Kroatisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Lana Blažević, Kroatisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Lana Blažević, Kroatisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Lana Blažević, Kroatisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Lana Blažević, Kroatisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Ren Sato, Japanisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Ren Sato, Japanisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Ren Sato, Japanisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Ren Sato, Japanisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Hiroto Suzuki, Japanisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Hiroto Suzuki, Japanisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Hiroto Suzuki, Japanisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Hiroto Suzuki, Japanisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Shota Takahashi, Japanisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Shota Takahashi, Japanisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Shota Takahashi, Japanisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Shota Takahashi, Japanisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Sakura Sato, Japanisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Sakura Sato, Japanisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Sakura Sato, Japanisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Sakura Sato, Japanisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Misaki Suzuki, Japanisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Misaki Suzuki, Japanisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Misaki Suzuki, Japanisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Misaki Suzuki, Japanisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Hina Takahashi, Japanisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Hina Takahashi, Japanisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Hina Takahashi, Japanisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Hina Takahashi, Japanisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Yuto Tanaka, Japanisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Yuto Tanaka, Japanisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
