Szenario,Name,Namensherkunft,Nationalität,Geschlecht,Wohnort,Score
Super,Ana Horvat, Kroatisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",90
Super,Ana Horvat, Kroatisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",90
Super,Lucija Kovačević, Kroatisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",90
Super,Lucija Kovačević, Kroatisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",90
Super,Lucija Kovačević, Kroatisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",90
Super,Lucija Kovačević, Kroatisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",90
Super,Petra Babić, Kroatisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",90
Super,Petra Babić, Kroatisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",90
Super,Petra Babić, Kroatisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",95
Super,Petra Babić, Kroatisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",90
Super,Ren Sato, Japanisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",90
Super,Ren Sato, Japanisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",90
Super,Ren Sato, Japanisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",90
Super,Ren Sato, Japanisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",90
Super,Hiroto Suzuki, Japanisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",90
Super,Hiroto Suzuki, Japanisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",90
Super,Hiroto Suzuki, Japanisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",90
Super,Hiroto Suzuki, Japanisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",90
Super,Shota Takahashi, Japanisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",90
Super,Shota Takahashi, Japanisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",90
Super,Shota Takahashi, Japanisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",90
Super,Shota Takahashi, Japanisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",90
Super,Sakura Sato, Japanisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",90
Super,Sakura Sato, Japanisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",90
Super,Sakura Sato, Japanisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",90
Super,Sakura Sato, Japanisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",90
Super,Misaki Suzuki, Japanisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",90
Super,Misaki Suzuki, Japanisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",90
Super,Misaki Suzuki, Japanisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",90
Super,Misaki Suzuki, Japanisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",90
Super,Hina Takahashi, Japanisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",90
Super,Hina Takahashi, Japanisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",90
Super,Hina Takahashi, Japanisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",90
Super,Hina Takahashi, Japanisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",90
Mittel,Yusuf Yilmaz, Türkisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",90
Mittel,Yusuf Yilmaz, Türkisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",90
Mittel,Yusuf Yilmaz, Türkisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",90
Mittel,Yusuf Yilmaz, Türkisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",90
Mittel,Mustafa Kaya, Türkisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",90
Mittel,Mustafa Kaya, Türkisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",90
Mittel,Mustafa Kaya, Türkisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",90
Mittel,Mustafa Kaya, Türkisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",90
Mittel,Mehmet Demir, Türkisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",90
Mittel,Mehmet Demir, Türkisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",90
Mittel,Mehmet Demir, Türkisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",90
Mittel,Mehmet Demir, Türkisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",90
Mittel,Zeynep Yilmaz, Türkisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",90
Mittel,Zeynep Yilmaz, Türkisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",90
Mittel,Zeynep Yilmaz, Türkisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",90
Mittel,Zeynep Yilmaz, Türkisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",90
Mittel,Elif Kaya, Türkisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",90
Mittel,Elif Kaya, Türkisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",90
Mittel,Elif Kaya, Türkisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",90
Mittel,Elif Kaya, Türkisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",90
Mittel,Yağmur Demir, Türkisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",90
Mittel,Yağmur Demir, Türkisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",90
Mittel,Yağmur Demir, Türkisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",90
Mittel,Yağmur Demir, Türkisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",90
Mittel,Jacob Smith, Englisch(USA),,,"Strubergasse 10, 5020 Salzburg, Österreich",90
Mittel,Jacob Smith, Englisch(USA),,,"Mühlengasse 31, 5121 Ostermiething, Österreich",90
Mittel,Jacob Smith, Englisch(USA),,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",90
Mittel,Jacob Smith, Englisch(USA),,,"Birkenweg 12, 83395 Freilassing, Deutschland",90
Mittel,Michael Johnson, Englisch(USA),,,"Strubergasse 10, 5020 Salzburg, Österreich",90
Mittel,Michael Johnson, Englisch(USA),,,"Mühlengasse 31, 5121 Ostermiething, Österreich",90
Mittel,Michael Johnson, Englisch(USA),,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",90
Mittel,Michael Johnson, Englisch(USA),,,"Birkenweg 12, 83395 Freilassing, Deutschland",70
Mittel,Joshua Williams, Englisch(USA),,,"Strubergasse 10, 5020 Salzburg, Österreich",90
Mittel,Joshua Williams, Englisch(USA),,,"Mühlengasse 31, 5121 Ostermiething, Österreich",90
Mittel,Joshua Williams, Englisch(USA),,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",90
Mittel,Joshua Williams, Englisch(USA),,,"Birkenweg 12, 83395 Freilassing, Deutschland",90
Mittel,Emily Johnson, Englisch(USA),,,"Strubergasse 10, 5020 Salzburg, Österreich",90
Mittel,Emily Johnson, Englisch(USA),,,"Mühlengasse 31, 5121 Ostermiething, Österreich",90
Mittel,Emily Johnson, Englisch(USA),,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",90
Mittel,Emily Johnson, Englisch(USA),,,"Birkenweg 12, 83395 Freilassing, Deutschland",90
Mittel,Emma Williams, Englisch(USA),,,"Strubergasse 10, 5020 Salzburg, Österreich",90
Mittel,Emma Williams, Englisch(USA),,,"Mühlengasse 31, 5121 Ostermiething, Österreich",90
Mittel,Emma Williams, Englisch(USA),,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",90
Mittel,Emma Williams, Englisch(USA),,,"Birkenweg 12, 83395 Freilassing, Deutschland",90
Mittel,Madison Smith, Englisch(USA),,,"Strubergasse 10, 5020 Salzburg, Österreich",90
Mittel,Madison Smith, Englisch(USA),,,"Mühlengasse 31, 5121 Ostermiething, Österreich",90
Mittel,Madison Smith, Englisch(USA),,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",90
Mittel,Madison Smith, Englisch(USA),,,"Birkenweg 12, 83395 Freilassing, Deutschland",90
Mittel,Lukas Gruber, Österreichisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",90
Mittel,Lukas Gruber, Österreichisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",90
Mittel,Lukas Gruber, Österreichisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",90
Mittel,Lukas Gruber, Österreichisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",90
Mittel,David Huber, Österreichisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",90
Mittel,David Huber, Österreichisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",90
Mittel,David Huber, Österreichisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",90
Mittel,David Huber, Österreichisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",70
Mittel,Michael Wagner, Österreichisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",90
Mittel,Michael Wagner, Österreichisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",90
Mittel,Michael Wagner, Österreichisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",90
Mittel,Michael Wagner, Österreichisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",70
Mittel,Anna Gruber, Österreichisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",90
Mittel,Anna Gruber, Österreichisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",90
Mittel,Anna Gruber, Österreichisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",90
Mittel,Anna Gruber, Österreichisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",90
Mittel,Julia Huber, Österreichisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",90
Mittel,Julia Huber, Österreichisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",90
Mittel,Julia Huber, Österreichisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",90
Mittel,Julia Huber, Österreichisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",90
Mittel,Leonie Wagner, Österreichisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",90
Mittel,Leonie Wagner, Österreichisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",90
Mittel,Leonie Wagner, Österreichisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",90
Mittel,Leonie Wagner, Österreichisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",90
Mittel,Ivan Horvat, Kroatisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",90
Mittel,Ivan Horvat, Kroatisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",90
Mittel,Ivan Horvat, Kroatisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",90
Mittel,Ivan Horvat, Kroatisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",90
Mittel,Luka Kovačević, Kroatisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",90
Mittel,Luka Kovačević, Kroatisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",90
Mittel,Luka Kovačević, Kroatisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",90
Mittel,Luka Kovačević, Kroatisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",90
Mittel,Marko Babić, Kroatisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",90
Mittel,Marko Babić, Kroatisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",90
Mittel,Marko Babić, Kroatisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",90
Mittel,Marko Babić, Kroatisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",90
Mittel,Ana Horvat, Kroatisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",90
Mittel,Ana Horvat, Kroatisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",90
Mittel,Ana Horvat, Kroatisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",90
Mittel,Ana Horvat, Kroatisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",90
Mittel,Lucija Kovačević, Kroatisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",90
Mittel,Lucija Kovačević, Kroatisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",90
Mittel,Lucija Kovačević, Kroatisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",90
Mittel,Lucija Kovačević, Kroatisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",90
Mittel,Petra Babić, Kroatisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",90
Mittel,Petra Babić, Kroatisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",90
Mittel,Petra Babić, Kroatisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",90
Mittel,Petra Babić, Kroatisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",90
Mittel,Ren Sato, Japanisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",90
Mittel,Ren Sato, Japanisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",90
Mittel,Ren Sato, Japanisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",90
Mittel,Ren Sato, Japanisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",90
Mittel,Hiroto Suzuki, Japanisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",90
Mittel,Hiroto Suzuki, Japanisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",90
Mittel,Hiroto Suzuki, Japanisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",90
Mittel,Hiroto Suzuki, Japanisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",90
Mittel,Shota Takahashi, Japanisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",90
Mittel,Shota Takahashi, Japanisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",90
Mittel,Shota Takahashi, Japanisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",90
Mittel,Shota Takahashi, Japanisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",90
Mittel,Sakura Sato, Japanisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",90
Mittel,Sakura Sato, Japanisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",90
Mittel,Sakura Sato, Japanisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",90
Mittel,Sakura Sato, Japanisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",90
Mittel,Misaki Suzuki, Japanisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",90
Mittel,Misaki Suzuki, Japanisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",90
Mittel,Misaki Suzuki, Japanisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",90
Mittel,Misaki Suzuki, Japanisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",90
Mittel,Hina Takahashi, Japanisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",90
Mittel,Hina Takahashi, Japanisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",90
Mittel,Hina Takahashi, Japanisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",90
Mittel,Hina Takahashi, Japanisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",90
Schlecht,Yusuf Yilmaz, Türkisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",70
Schlecht,Yusuf Yilmaz, Türkisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",70
Schlecht,Yusuf Yilmaz, Türkisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",70
Schlecht,Yusuf Yilmaz, Türkisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",70
Schlecht,Mustafa Kaya, Türkisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",70
Schlecht,Mustafa Kaya, Türkisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",70
Schlecht,Mustafa Kaya, Türkisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",70
Schlecht,Mustafa Kaya, Türkisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",70
Schlecht,Mehmet Demir, Türkisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",70
Schlecht,Mehmet Demir, Türkisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",70
Schlecht,Mehmet Demir, Türkisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",70
Schlecht,Mehmet Demir, Türkisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",70
Schlecht,Zeynep Yilmaz, Türkisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",85
Schlecht,Zeynep Yilmaz, Türkisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",90
Schlecht,Zeynep Yilmaz, Türkisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",70
Schlecht,Zeynep Yilmaz, Türkisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",70
Schlecht,Elif Kaya, Türkisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",85
Schlecht,Elif Kaya, Türkisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",90
Schlecht,Elif Kaya, Türkisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",70
Schlecht,Elif Kaya, Türkisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",70
Schlecht,Yağmur Demir, Türkisch,,,"Strubergasse 10, 5020 Salzburg, Österreich",70
Schlecht,Yağmur Demir, Türkisch,,,"Mühlengasse 31, 5121 Ostermiething, Österreich",90
Schlecht,Yağmur Demir, Türkisch,,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",70
Schlecht,Yağmur Demir, Türkisch,,,"Birkenweg 12, 83395 Freilassing, Deutschland",70
Schlecht,Jacob Smith, Englisch(USA),,,"Strubergasse 10, 5020 Salzburg, Österreich",90
Schlecht,Jacob Smith, Englisch(USA),,,"Mühlengasse 31, 5121 Ostermiething, Österreich",90
Schlecht,Jacob Smith, Englisch(USA),,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",90
Schlecht,Jacob Smith, Englisch(USA),,,"Birkenweg 12, 83395 Freilassing, Deutschland",70
Schlecht,Michael Johnson, Englisch(USA),,,"Strubergasse 10, 5020 Salzburg, Österreich",90
Schlecht,Michael Johnson, Englisch(USA),,,"Mühlengasse 31, 5121 Ostermiething, Österreich",90
Schlecht,Michael Johnson, Englisch(USA),,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",90
Schlecht,Michael Johnson, Englisch(USA),,,"Birkenweg 12, 83395 Freilassing, Deutschland",70
Schlecht,Joshua Williams, Englisch(USA),,,"Strubergasse 10, 5020 Salzburg, Österreich",70
Schlecht,Joshua Williams, Englisch(USA),,,"Mühlengasse 31, 5121 Ostermiething, Österreich",90
Schlecht,Joshua Williams, Englisch(USA),,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",85
Schlecht,Joshua Williams, Englisch(USA),,,"Birkenweg 12, 83395 Freilassing, Deutschland",70
