Szenario,Name,Namensherkunft,Nationalität,Geschlecht,Wohnort,Score
Super,Jacob Smith, Englisch(USA),Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Jacob Smith, Englisch(USA),Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Jacob Smith, Englisch(USA),Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Michael Johnson, Englisch(USA),Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Michael Johnson, Englisch(USA),Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Michael Johnson, Englisch(USA),Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Michael Johnson, Englisch(USA),Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Joshua Williams, Englisch(USA),Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Joshua Williams, Englisch(USA),Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Joshua Williams, Englisch(USA),Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Joshua Williams, Englisch(USA),Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Emily Johnson, Englisch(USA),Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Emily Johnson, Englisch(USA),Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Emily Johnson, Englisch(USA),Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Emily Johnson, Englisch(USA),Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Emma Williams, Englisch(USA),Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Emma Williams, Englisch(USA),Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Emma Williams, Englisch(USA),Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Emma Williams, Englisch(USA),Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Madison Smith, Englisch(USA),Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Madison Smith, Englisch(USA),Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Madison Smith, Englisch(USA),Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Madison Smith, Englisch(USA),Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Lukas Gruber, Österreichisch,Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Lukas Gruber, Österreichisch,Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Lukas Gruber, Österreichisch,Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Lukas Gruber, Österreichisch,Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,David Huber, Österreichisch,Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,David Huber, Österreichisch,Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,David Huber, Österreichisch,Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,David Huber, Österreichisch,Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Michael Wagner, Österreichisch,Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Michael Wagner, Österreichisch,Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Michael Wagner, Österreichisch,Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Michael Wagner, Österreichisch,Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Anna Gruber, Österreichisch,Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Anna Gruber, Österreichisch,Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Anna Gruber, Österreichisch,Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Anna Gruber, Österreichisch,Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Julia Huber, Österreichisch,Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Julia Huber, Österreichisch,Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Julia Huber, Österreichisch,Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Julia Huber, Österreichisch,Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Leonie Wagner, Österreichisch,Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Leonie Wagner, Österreichisch,Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Leonie Wagner, Österreichisch,Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Leonie Wagner, Österreichisch,Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Ivan Horvat, Kroatisch,Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Ivan Horvat, Kroatisch,Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Ivan Horvat, Kroatisch,Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Ivan Horvat, Kroatisch,Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Luka Kovačević, Kroatisch,Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Luka Kovačević, Kroatisch,Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Luka Kovačević, Kroatisch,Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Luka Kovačević, Kroatisch,Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Marko Babić, Kroatisch,Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Marko Babić, Kroatisch,Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",85
Super,Marko Babić, Kroatisch,Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Marko Babić, Kroatisch,Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Ana Horvat, Kroatisch,Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Ana Horvat, Kroatisch,Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Ana Horvat, Kroatisch,Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Ana Horvat, Kroatisch,Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Lucija Kovačević, Kroatisch,Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Lucija Kovačević, Kroatisch,Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Lucija Kovačević, Kroatisch,Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Lucija Kovačević, Kroatisch,Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Petra Babić, Kroatisch,Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Petra Babić, Kroatisch,Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Petra Babić, Kroatisch,Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Petra Babić, Kroatisch,Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Ren Sato, Japanisch,Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Ren Sato, Japanisch,Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Ren Sato, Japanisch,Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Ren Sato, Japanisch,Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Hiroto Suzuki, Japanisch,Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Hiroto Suzuki, Japanisch,Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Hiroto Suzuki, Japanisch,Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Hiroto Suzuki, Japanisch,Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Shota Takahashi, Japanisch,Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Shota Takahashi, Japanisch,Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Shota Takahashi, Japanisch,Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Shota Takahashi, Japanisch,Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Sakura Sato, Japanisch,Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Sakura Sato, Japanisch,Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Sakura Sato, Japanisch,Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Sakura Sato, Japanisch,Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Misaki Suzuki, Japanisch,Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Misaki Suzuki, Japanisch,Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Misaki Suzuki, Japanisch,Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Misaki Suzuki, Japanisch,Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Super,Hina Takahashi, Japanisch,Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Super,Hina Takahashi, Japanisch,Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Super,Hina Takahashi, Japanisch,Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Super,Hina Takahashi, Japanisch,Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Mittel,Yusuf Yilmaz, Türkisch,Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Mittel,Yusuf Yilmaz, Türkisch,Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Mittel,Yusuf Yilmaz, Türkisch,Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Mittel,Yusuf Yilmaz, Türkisch,Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Mittel,Mustafa Kaya, Türkisch,Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",85
Mittel,Mustafa Kaya, Türkisch,Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",85
Mittel,Mustafa Kaya, Türkisch,Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",85
Mittel,Mustafa Kaya, Türkisch,Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Mittel,Mehmet Demir, Türkisch,Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Mittel,Mehmet Demir, Türkisch,Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Mittel,Mehmet Demir, Türkisch,Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Mittel,Mehmet Demir, Türkisch,Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Mittel,Zeynep Yilmaz, Türkisch,Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Mittel,Zeynep Yilmaz, Türkisch,Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",85
Mittel,Zeynep Yilmaz, Türkisch,Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Mittel,Zeynep Yilmaz, Türkisch,Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Mittel,Elif Kaya, Türkisch,Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",85
Mittel,Elif Kaya, Türkisch,Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",85
Mittel,Elif Kaya, Türkisch,Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",85
Mittel,Elif Kaya, Türkisch,Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Mittel,Yağmur Demir, Türkisch,Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Mittel,Yağmur Demir, Türkisch,Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Mittel,Yağmur Demir, Türkisch,Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Mittel,Yağmur Demir, Türkisch,Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Mittel,Jacob Smith, Englisch(USA),Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",85
Mittel,Jacob Smith, Englisch(USA),Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",85
Mittel,Jacob Smith, Englisch(USA),Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",85
Mittel,Jacob Smith, Englisch(USA),Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",85
Mittel,Michael Johnson, Englisch(USA),Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",85
Mittel,Michael Johnson, Englisch(USA),Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",85
Mittel,Michael Johnson, Englisch(USA),Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",85
Mittel,Michael Johnson, Englisch(USA),Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",85
Mittel,Joshua Williams, Englisch(USA),Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",85
Mittel,Joshua Williams, Englisch(USA),Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",85
Mittel,Joshua Williams, Englisch(USA),Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",85
Mittel,Joshua Williams, Englisch(USA),Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",85
Mittel,Emily Johnson, Englisch(USA),Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",85
Mittel,Emily Johnson, Englisch(USA),Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",85
Mittel,Emily Johnson, Englisch(USA),Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",85
Mittel,Emily Johnson, Englisch(USA),Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",85
Mittel,Emma Williams, Englisch(USA),Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",85
Mittel,Emma Williams, Englisch(USA),Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",85
Mittel,Emma Williams, Englisch(USA),Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",85
Mittel,Emma Williams, Englisch(USA),Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Mittel,Madison Smith, Englisch(USA),Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",85
Mittel,Madison Smith, Englisch(USA),Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",85
Mittel,Madison Smith, Englisch(USA),Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",85
Mittel,Madison Smith, Englisch(USA),Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Mittel,Lukas Gruber, Österreichisch,Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",85
Mittel,Lukas Gruber, Österreichisch,Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Mittel,Lukas Gruber, Österreichisch,Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",85
Mittel,Lukas Gruber, Österreichisch,Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Mittel,David Huber, Österreichisch,Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Mittel,David Huber, Österreichisch,Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",85
Mittel,David Huber, Österreichisch,Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",85
Mittel,David Huber, Österreichisch,Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Mittel,Michael Wagner, Österreichisch,Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",85
Mittel,Michael Wagner, Österreichisch,Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",85
Mittel,Michael Wagner, Österreichisch,Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",85
Mittel,Michael Wagner, Österreichisch,Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",85
Mittel,Anna Gruber, Österreichisch,Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Mittel,Anna Gruber, Österreichisch,Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",85
Mittel,Anna Gruber, Österreichisch,Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Mittel,Anna Gruber, Österreichisch,Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Mittel,Julia Huber, Österreichisch,Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",85
Mittel,Julia Huber, Österreichisch,Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",85
Mittel,Julia Huber, Österreichisch,Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",85
Mittel,Julia Huber, Österreichisch,Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",85
Mittel,Leonie Wagner, Österreichisch,Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",85
Mittel,Leonie Wagner, Österreichisch,Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",85
Mittel,Leonie Wagner, Österreichisch,Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Mittel,Leonie Wagner, Österreichisch,Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",85
Mittel,Ivan Horvat, Kroatisch,Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",85
Mittel,Ivan Horvat, Kroatisch,Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Mittel,Ivan Horvat, Kroatisch,Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",85
Mittel,Ivan Horvat, Kroatisch,Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Mittel,Luka Kovačević, Kroatisch,Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Mittel,Luka Kovačević, Kroatisch,Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",85
Mittel,Luka Kovačević, Kroatisch,Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Mittel,Luka Kovačević, Kroatisch,Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Mittel,Marko Babić, Kroatisch,Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",85
Mittel,Marko Babić, Kroatisch,Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",85
Mittel,Marko Babić, Kroatisch,Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",85
Mittel,Marko Babić, Kroatisch,Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Mittel,Ana Horvat, Kroatisch,Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Mittel,Ana Horvat, Kroatisch,Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",85
Mittel,Ana Horvat, Kroatisch,Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Mittel,Ana Horvat, Kroatisch,Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Mittel,Lucija Kovačević, Kroatisch,Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Mittel,Lucija Kovačević, Kroatisch,Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",85
Mittel,Lucija Kovačević, Kroatisch,Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Mittel,Lucija Kovačević, Kroatisch,Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Mittel,Petra Babić, Kroatisch,Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",85
Mittel,Petra Babić, Kroatisch,Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",85
Mittel,Petra Babić, Kroatisch,Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Mittel,Petra Babić, Kroatisch,Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Mittel,Ren Sato, Japanisch,Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",85
Mittel,Ren Sato, Japanisch,Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",85
Mittel,Ren Sato, Japanisch,Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",85
Mittel,Ren Sato, Japanisch,Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Mittel,Hiroto Suzuki, Japanisch,Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",85
Mittel,Hiroto Suzuki, Japanisch,Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",85
Mittel,Hiroto Suzuki, Japanisch,Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",85
Mittel,Hiroto Suzuki, Japanisch,Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Mittel,Shota Takahashi, Japanisch,Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Mittel,Shota Takahashi, Japanisch,Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",85
Mittel,Shota Takahashi, Japanisch,Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Mittel,Shota Takahashi, Japanisch,Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Mittel,Sakura Sato, Japanisch,Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",85
Mittel,Sakura Sato, Japanisch,Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Mittel,Sakura Sato, Japanisch,Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",85
Mittel,Sakura Sato, Japanisch,Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Mittel,Misaki Suzuki, Japanisch,Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",85
Mittel,Misaki Suzuki, Japanisch,Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",85
Mittel,Misaki Suzuki, Japanisch,Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",85
Mittel,Misaki Suzuki, Japanisch,Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",85
Mittel,Hina Takahashi, Japanisch,Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",85
Mittel,Hina Takahashi, Japanisch,Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",85
Mittel,Hina Takahashi, Japanisch,Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
Mittel,Hina Takahashi, Japanisch,Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",80
Schlecht,Yusuf Yilmaz, Türkisch,Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",75
Schlecht,Yusuf Yilmaz, Türkisch,Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Schlecht,Yusuf Yilmaz, Türkisch,Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",75
Schlecht,Yusuf Yilmaz, Türkisch,Österreichisch,,"Birkenweg 12, 83395 Freilassing, Deutschland",75
Schlecht,Mustafa Kaya, Türkisch,Österreichisch,,"Strubergasse 10, 5020 Salzburg, Österreich",80
Schlecht,Mustafa Kaya, Türkisch,Österreichisch,,"Mühlengasse 31, 5121 Ostermiething, Österreich",80
Schlecht,Mustafa Kaya, Türkisch,Österreichisch,,"Hernalser Hauptstraße 45, 1170 Wien, Österreich",80
